Time,Offset
0001-01-01T00:00:00,+03:50
1906-12-31T20:10:00,+04:00
1982-10-09T20:00:00,+05:00
1983-03-20T19:00:00,+04:00
2008-10-25T22:00:00,+05:00
2009-03-28T21:00:00,+04:00
